title,source_title,year,doi,total_citations_wos_core
Competitiveness and convergence in G7 and emerging markets,COMPETITIVENESS REVIEW,2011,10.1108/10595421111117425,19
Using Patient-Specific Quality Information to Unlock Hidden Healthcare Capabilities,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2019,10.1287/msom.2018.0709,19
Desperately seeking the civil society: the new challenge of the multinational companies,SOCIETY AND BUSINESS REVIEW,2018,10.1108/SBR-06-2017-0039,0
Study of the Quality of Life of the Older Generation: a Regional Experience,Economic and Social Changes-Facts Trends Forecast,2016,10.15838/esc/2016.4.46.5,6
Simvastatin after orthotopic heart transplantation - Costs and consequences,PHARMACOECONOMICS,1999,10.2165/00019053-199915030-00007,4
The impact of government spending on well-being: a case of upper middle-income countries and high-income countries,COGENT ECONOMICS & FINANCE,2024,10.1080/23322039.2024.2413657,0
Benefits of shift from car to active transport,TRANSPORT POLICY,2012,10.1016/j.tranpol.2011.09.008,262
"Aging and entrepreneurs' emotional exhaustion: The role of entrepreneurial strategy, psychological capital, and felt age gap",JOURNAL OF BUSINESS VENTURING,2024,10.1016/j.jbusvent.2024.106418,3
Societal implications of medical insurance coverage for imatinib as first-line treatment of chronic myeloid leukemia in China: a cost-effectiveness analysis,JOURNAL OF MEDICAL ECONOMICS,2017,10.1080/13696998.2016.1271336,6
It takes two: Why mortality trend modeling is more than modeling one mortality trend,INSURANCE MATHEMATICS & ECONOMICS,2021,10.1016/j.insmatheco.2021.03.021,2
A Systematic Review of the Health Economics of Pompe Disease,PHARMACOECONOMICS-OPEN,2019,10.1007/s41669-019-0142-3,10
The cost-effectiveness of alternative therapeutic strategies for the management of chronic hepatitis B in Poland,VALUE IN HEALTH,2002,,16
Development of a health economic model to evaluate the potential benefits of optimal serum potassium management in patients with heart failure,JOURNAL OF MEDICAL ECONOMICS,2018,10.1080/13696998.2018.1518239,6
Urban resilience and sustainable development policies An analysis of smart cities in the state of Sao Paulo,REGE-REVISTA DE GESTAO,2020,10.1108/REGE-12-2018-0117,18
Cystic fibrosis - Cost of illness and considerations for the economic evaluation of potential therapies,PHARMACOECONOMICS,2003,10.2165/00019053-200321140-00002,46
BRAZILIAN GENERAL MORTALITY EFFECTS ON ACTUARIAL CALCULATION: A COMPARISON BETWEEN PREDICTIVE MODELS,REVISTA EVIDENCIACAO CONTABIL & FINANCAS,2019,10.22478/ufpb.2318-1001.%Yv%vn%i.42335,0
Health state utility values (QALY weights) for Huntington's disease: an analysis of data from the European Huntington's Disease Network (EHDN),EUROPEAN JOURNAL OF HEALTH ECONOMICS,2019,10.1007/s10198-019-01092-9,10
The employment situation of people living with HIV: a closer look at the effects of the 2008 economic crisis,EUROPEAN JOURNAL OF HEALTH ECONOMICS,2022,10.1007/s10198-021-01372-3,1
Analysing the Efficiency of Health Systems: A Systematic Review of the Literature,APPLIED HEALTH ECONOMICS AND HEALTH POLICY,2023,10.1007/s40258-022-00785-2,32
SUSTAINABLE DEVELOPMENT AND ECOLOGICAL RESPONSIBILITY OF BUSINESS,BALTIC JOURNAL OF ECONOMIC STUDIES,2016,10.30525/2256-0742/2016-2-1-65-71,2
Cost-Effectiveness of Lovotibeglogene Autotemcel (Lovo-Cel) Gene Therapy for Patients with Sickle Cell Disease and Recurrent Vaso-Occlusive Events in the United States,PHARMACOECONOMICS,2024,10.1007/s40273-024-01385-9,2
"Effects of a Nursing Intervention Based on a Solution-Focused Approach on Renal Transplant Recipients' Anxiety, Depression, and Quality of Life",JOURNAL OF NURSING MANAGEMENT,2023,10.1155/2023/4920799,0
Gendered variations in the experience of ageing at work in Switzerland,EQUALITY DIVERSITY AND INCLUSION,2015,10.1108/EDI-03-2014-0017,8
SOCIAL RESPONSIBILITY IN THE CONTEXT OF COMMUNITY ENGAGEMENT OF THE ELDERLY,FINANCIAL AND CREDIT ACTIVITY-PROBLEMS OF THEORY AND PRACTICE,2020,,0
Eplerenone - A pharmacoeconomic review of its use in patients with post-myocardial infarction heart failure,PHARMACOECONOMICS,2005,10.2165/00019053-200523100-00008,8
Eptifibatide - A pharmacoeconomic review of its use in percutaneous coronary intervention and acute coronary syndromes,PHARMACOECONOMICS,2003,10.2165/00019053-200321120-00005,15
Clopidogrel - A pharmacoeconomic review of its use in patients with non-ST elevation acute coronary syndromes,PHARMACOECONOMICS,2006,10.2165/00019053-200624070-00009,14
The Cost Effectiveness of Dry Powder Antibiotics for the Treatment of <i>Pseudomonas</i> <i>aeruginosa</i> in Patients with Cystic Fibrosis,PHARMACOECONOMICS,2014,10.1007/s40273-013-0122-x,18
Sustainable Development Goal Halftime Project: Benefit-Cost Analysis Using Methods from the Decade of Vaccine Economics Model,JOURNAL OF BENEFIT-COST ANALYSIS,2023,10.1017/bca.2023.11,2
The optimal delayed retirement age in aging China: Determination and impact analysis,CHINA ECONOMIC REVIEW,2023,10.1016/j.chieco.2023.101972,3
THE PECULIARITIES OF POVERTY RESEARCH IN THE COUNTRIES OF THE WORLD,ACADEMY REVIEW,2022,10.32342/2074-5354-2022-2-57-2,0
Modelling cost effectiveness of insulin glargine for the treatment of type 1 and 2 diabetes in Canada,PHARMACOECONOMICS,2007,10.2165/00019053-200725030-00007,32
Cost of illness of Crohn's disease,PHARMACOECONOMICS,2002,10.2165/00019053-200220100-00001,74
Continuous subcutaneous insulin infusion versus multiple daily injections of insulin - Economic comparison in adult and adolescent type 1 diabetes Mellitus in Australia,PHARMACOECONOMICS,2007,10.2165/00019053-200725100-00006,28
Elderly care service in an aging society,JOURNAL OF ECONOMIC STUDIES,2019,10.1108/JES-04-2017-0102,4
The cost effectiveness of anticoagulation management services for patients with atrial fibrillation and at high risk of stroke in the US,PHARMACOECONOMICS,2006,10.2165/00019053-200624100-00009,114
A lifetime modelled economic evaluation comparing pioglitazone and rosiglitazone for the treatment of type 2 diabetes mellitus in the UK,PHARMACOECONOMICS,2007,10.2165/00019053-200725010-00005,24
Cost-Effectiveness Analysis of Boceprevir for the Treatment of Chronic Hepatitis C Virus Genotype 1 Infection in Portugal,APPLIED HEALTH ECONOMICS AND HEALTH POLICY,2013,10.1007/s40258-012-0007-8,29
"Economic Evaluation of Cardio inCode®, a Clinical-Genetic Function for Coronary Heart Disease Risk Assessment",APPLIED HEALTH ECONOMICS AND HEALTH POLICY,2013,10.1007/s40258-013-0053-x,9
Cost Effectiveness of the First-in-Class ARNI (Sacubitril/Valsartan) for the Treatment of Essential Hypertension in a Chinese Setting,PHARMACOECONOMICS,2022,10.1007/s40273-022-01182-2,3
Development of an economic model to assess the cost effectiveness of treatment interventions for chronic obstructive pulmonary disease,PHARMACOECONOMICS,2005,10.2165/00019053-200523060-00008,96
Cost Effectiveness of Insulin Glargine plus Oral Antidiabetes Drugs Compared with Premixed Insulin Alone in Patients with Type 2 Diabetes Mellitus in Canada,APPLIED HEALTH ECONOMICS AND HEALTH POLICY,2010,10.2165/11535380-000000000-00000,16
IMPLEMENTATION OF MODERN FOREIGN APPROACHES TO UKRAINIAN PENSION SYSTEM REFORMING,BALTIC JOURNAL OF ECONOMIC STUDIES,2017,10.30525/2256-0742/2017-3-1-93-98,0
Cost of Illness of Cystic Fibrosis in Germany Results from a Large Cystic Fibrosis Centre,PHARMACOECONOMICS,2012,10.2165/11588870-000000000-00000,31
COMMUNICATIVE COMPETENCES IN ENHANCING OF REGIONAL COMPETITIVENESS IN THE LABOUR MARKET,BALTIC JOURNAL OF ECONOMIC STUDIES,2018,10.30525/2256-0742/2018-4-5-105-113,42
Is religiosity an important consideration in Muslim consumer behavior Exploratory study in the context of western imported food in Pakistan,JOURNAL OF ISLAMIC MARKETING,2019,10.1108/JIMA-01-2018-0006,30
"THE IMPACT OF GLOBAL CHALLENGES ON ""GREEN"" TRANSFORMATIONS OF THE AGRARIAN SECTOR OF THE EASTERN PARTNERSHIP COUNTRIES",BALTIC JOURNAL OF ECONOMIC STUDIES,2019,10.30525/2256-0742/2019-5-1-87-95,5
Big Data Analytics and IoT in logistics: a case study,INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,2018,10.1108/IJLM-05-2017-0109,115
Effect of military service on fertility: evidence from the 2001 draft suspension in Spain,JOURNAL OF ECONOMIC STUDIES,2024,10.1108/JES-02-2023-0096,1
A predictive model of the health benefits and cost effectiveness of celiprolol and atenolol in primary prevention of cardiovascular disease in hypertensive patients,PHARMACOECONOMICS,1997,10.2165/00019053-199712030-00010,3
Cost-utility analysis of ferric derisomaltose versus ferric carboxymaltose in patients with inflammatory bowel disease and iron deficiency anemia in England,JOURNAL OF MEDICAL ECONOMICS,2024,10.1080/13696998.2024.2313932,2
FOOD INDUSTRY DEVELOPMENT IN THE CONTEXT OF THE FOOD SECURITY OF REGIONS OF UKRAINE,BALTIC JOURNAL OF ECONOMIC STUDIES,2017,10.30525/2256-0742/2017-3-5-304-310,2
Streptokinase - A pharmacoeconomic appraisal of its use in the management of acute myocardial infarction,PHARMACOECONOMICS,1996,10.2165/00019053-199610030-00009,9
FEATURES OF EVALUATION OF THE COMPETITIVE STATUS OF TOURIST ENTERPRISES,BALTIC JOURNAL OF ECONOMIC STUDIES,2017,10.30525/2256-0742/2017-3-4-179-184,1
analysis of net FDI drivers in BRIC countries,COMPETITIVENESS REVIEW,2015,10.1108/CR-05-2013-0053,15
The double-gap life expectancy forecasting model,INSURANCE MATHEMATICS & ECONOMICS,2018,10.1016/j.insmatheco.2017.09.011,32
Getting life expectancy estimates right for pension policy: period versus cohort approach,JOURNAL OF PENSION ECONOMICS & FINANCE,2021,10.1017/S1474747220000050,32
The Declining Effect of Insurance on Life Expectancy,JOURNAL OF RISK AND FINANCIAL MANAGEMENT,2023,10.3390/jrfm16010006,0
Inequalities in life expectancy and the global welfare convergence,ECONOMICS LETTERS,2018,10.1016/j.econlet.2018.03.035,4
The Linear Link: Deriving Age-Specific Death Rates from Life Expectancy,RISKS,2020,10.3390/risks8040109,7
Life Expectancy of Couples in Canada,CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,2023,10.3138/cpp.2022-028,2
Firm life expectancy and the heterogeneity of the book-to-market effect,JOURNAL OF FINANCIAL ECONOMICS,2011,10.1016/j.jfineco.2010.12.007,5
Life expectancy and endogenous growth,ECONOMICS LETTERS,1999,10.1016/S0165-1765(99)00139-1,150
A note on life expectancy in a nonhomogeneous population,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2001,10.1057/palgrave.jors.2601128,1
Socioeconomic indicators and impacts on Brazilians' life expectancy: a reality for Brazil and its regions,REVISTA DE GESTAO E SECRETARIADO-GESEC,2023,10.7769/gesec.v14i4.2071,0
The Impact of Economic Indicators on Life Expectancy: A Panel Data Analysis,ISTANBUL IKTISAT DERGISI-ISTANBUL JOURNAL OF ECONOMICS,2020,10.26650/ISTJECON2019-0028,4
Trade and life expectancy in China: a cointegration analysis,CHINA ECONOMIC JOURNAL,2020,10.1080/17538963.2020.1783745,12
"Life expectancy, schooling time, retirement, and growth",ECONOMIC INQUIRY,2004,10.1093/ei/cbh084,14
Life expectancy and economic welfare: The example of Africa in the 1990s,REVIEW OF INCOME AND WEALTH,2005,,7
"Effects of Environmental Degradation, Economic, and Demographic Variables on Life Expectancy: Panel Data Analysis for High-Income Countries",JOURNAL OF ECONOMIC POLICY RESEARCHES-IKTISAT POLITIKASI ARASTIRMALARI,2023,10.26650/JEPR1255062,0
Wealth and the effect of subjective survival probability,JOURNAL OF POPULATION ECONOMICS,2020,10.1007/s00148-019-00749-2,6
"Longevity, Fertility, and the Real Exchange Rate",CHINA & WORLD ECONOMY,2023,10.1111/cwe.12467,0
"Life expectancy, fertility, and retirement in an endogenous-growth model with human capital accumulation",ECONOMIC MODELLING,2024,10.1016/j.econmod.2023.106572,0
The long-term impact of the COVID-19 unemployment shock on life expectancy and mortality rates,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,2023,10.1016/j.jedc.2022.104581,14
The role of expected years of schooling among life expectancy determinants,INTERNATIONAL JOURNAL OF INNOVATION AND LEARNING,2016,10.1504/IJIL.2016.076673,11
Does age or life expectancy better predict health care expenditures?,HEALTH ECONOMICS,2008,10.1002/hec.1295,47
Health Expenditures and Global Inequalities in Longevity,WORLD DEVELOPMENT,2018,10.1016/j.worlddev.2017.08.003,30
DISCOUNTING FUTURE HEALTH GAINS: AN EMPIRICAL ENQUIRY INTO THE INFLUENCE OF GROWING LIFE EXPECTANCY,HEALTH ECONOMICS,2011,10.1002/hec.1578,5
Minimum Death Rates and Maximum Life Expectancy: The Role of Concordant Ages,NORTH AMERICAN ACTUARIAL JOURNAL,2019,10.1080/10920277.2018.1519448,6
COUNTRY ESTIMATES OF SOCIAL DISCOUNT RATES BASED ON CHANGES IN LIFE EXPECTANCIES,KYKLOS,1993,10.1111/j.1467-6435.1993.tb00515.x,5
PREFERENCE REVERSALS IN MONETARY AND LIFE EXPECTANCY EVALUATIONS,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,1995,10.1006/obhd.1995.1052,27
"Longevity, age-structure, and optimal schooling",JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,2017,10.1016/j.jebo.2017.01.022,1
Life Expectancy in Russia's Regions,ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST,2022,10.15838/esc.2022.2.80.10,1
Disease and development: The effect of life expectancy on economic growth,JOURNAL OF POLITICAL ECONOMY,2007,10.1086/529000,604
Income-Based Economic Determinants of Life Expectancy in Four Groups of Countries Classified by their Levels of Income,SCIENTIFIC ANNALS OF ECONOMICS AND BUSINESS,2024,10.47743/saeb-2024-0028,0
"Relationship between Life Expectancy, Foreign Direct Investment and Trade Openness: Evidence from Turkey",MONTENEGRIN JOURNAL OF ECONOMICS,2021,10.14254/1800-5845/2021.17-1.2,1
Disease and development: The role of life expectancy reconsidered,ECONOMICS LETTERS,2011,10.1016/j.econlet.2011.08.008,20
A generalised life-expectancy model for a population,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2002,10.1057/palgrave.jors.2601394,0
"Estimating the US Baseline Distribution of Health Inequalities Across Race, Ethnicity, and Geography for Equity-Informative Cost-Effectiveness Analysis",VALUE IN HEALTH,2023,10.1016/j.jval.2023.06.015,6
Testing the Ben-Porath effect through the educational patterns of young cohorts,JOURNAL OF MACROECONOMICS,2016,10.1016/j.jmacro.2016.04.001,2
The interaction effects of rising life expectancy and the public pension burden on aggregate savings and economic growth,PORTUGUESE ECONOMIC JOURNAL,2023,10.1007/s10258-022-00208-z,2
Population health status and economic growth in Chinese provinces: some policy implications,APPLIED ECONOMICS LETTERS,2014,10.1080/13504851.2013.859369,4
Optimal Retirement with Increasing Longevity,SCANDINAVIAN JOURNAL OF ECONOMICS,2014,10.1111/sjoe.12060,40
Forecasting life expectancy: Evidence from a new survival function,INSURANCE MATHEMATICS & ECONOMICS,2015,10.1016/j.insmatheco.2015.08.006,6
Life expectancy and human capital: Evidence from the international epidemiological transition,JOURNAL OF HEALTH ECONOMICS,2013,10.1016/j.jhealeco.2013.09.011,25
Air pollution trajectories and life expectancy in Nigeria,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2022,10.1108/IJSE-06-2021-0351,11
Life expectancy and the environment,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,2010,10.1016/j.jedc.2009.11.007,104
LIFE EXPECTANCY FROM THE PERSPECTIVE OF GLOBAL AND INDIVIDUAL WEALTH AND EXPENDITURES: A GRANGER CAUSALITY STUDY OF SOME EU COUNTRIES,ROMANIAN JOURNAL OF ECONOMIC FORECASTING,2020,,1
International capital flows in the process of longevity catch-up,MACROECONOMIC DYNAMICS,2024,10.1017/S1365100524000609,0
Rapid rise of life expectancy in Bangladesh: Does financial development matter?,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,2021,10.1002/ijfe.2046,16
A simple estimation of the longevity gap and redistribution in the pension system,ACTA OECONOMICA,2023,10.1556/032.2023.00016,2
Direct and Indirect Effects of Covid-19 On Life Expectancy and Poverty in Indonesia,BULLETIN OF INDONESIAN ECONOMIC STUDIES,2020,10.1080/00074918.2020.1847244,15
Macrorelationship between average life expectancy and prevalence of obesity: Theory and evidence from global data,AGRICULTURAL ECONOMICS,2020,10.1111/agec.12562,2
ECONOMIC GROWTH AND LIFE EXPECTANCY: THE CASE OF IRAN,STUDIES IN BUSINESS AND ECONOMICS,2016,10.1515/sbe-2016-0007,18
Impact of CO<sub>2</sub> emission on life expectancy in India: an autoregressive distributive lag (ARDL) bound test approach,FUTURE BUSINESS JOURNAL,2023,10.1186/s43093-022-00179-9,13
Does Life Expectancy Affect Private Educational Investment in China?,CHINA & WORLD ECONOMY,2012,10.1111/j.1749-124X.2012.01294.x,3
Valuing gains in life expectancy: Clarifying some ambiguities,JOURNAL OF RISK AND UNCERTAINTY,2015,10.1007/s11166-015-9221-8,15
Life Expectancy in Ireland since the 1870s,ECONOMIC AND SOCIAL REVIEW,2017,,5
Global inequality in life expectancies: what role does income inequality play?,ECONOMICS BULLETIN,2021,,0
Impact of Income on Life Expectancy: A Challenge for the Pension Policy,RISKS,2021,10.3390/risks9040065,8
The linkages between life expectancy and economic growth: some new evidence,EMPIRICAL ECONOMICS,2020,10.1007/s00181-018-1612-7,41
Age effect on entry to entrepreneurship: embedded in life expectancy,SMALL BUSINESS ECONOMICS,2022,10.1007/s11187-020-00398-w,9
Life expectancy at retirement and income in Chile,APPLIED ECONOMICS LETTERS,2023,10.1080/13504851.2021.1979187,3
Mortality Inequality: The Good News from a County-Level Approach,JOURNAL OF ECONOMIC PERSPECTIVES,2016,10.1257/jep.30.2.29,73
"Health, income, and the preston curve: A long view",ECONOMICS & HUMAN BIOLOGY,2023,10.1016/j.ehb.2022.101212,15
Longevity Adjustment of Retirement Age and Intragenerational Inequality,ECONOMICA,2021,10.1111/ecca.12357,2
Forecasting life expectancy in an international context,INTERNATIONAL JOURNAL OF FORECASTING,2012,10.1016/j.ijforecast.2011.01.009,42
Health-adjusted life expectancy of the British population,APPLIED ECONOMICS,2008,10.1080/00036840600820671,1
Automatic Indexation of the Pension Age to Life Expectancy: When Policy Design Matters,RISKS,2021,10.3390/risks9050096,20
Societal discounting of health effects in cost-effectiveness analyses - The influence of life expectancy,PHARMACOECONOMICS,2005,10.2165/00019053-200523080-00005,13
Life expectancy and education: evidence from the cardiovascular revolution,JOURNAL OF ECONOMIC GROWTH,2017,10.1007/s10887-017-9147-x,24
Fuzzy clustering of the healthy life expectancy decomposition: A multi-population analysis,SOCIO-ECONOMIC PLANNING SCIENCES,2024,10.1016/j.seps.2024.101805,2
"Life expectancy across countries: Convergence, divergence and fluctuations",WORLD DEVELOPMENT,2023,10.1016/j.worlddev.2023.106263,3
The relationship between pharmaceutical expenditure and life expectancy: evidence from 21 OECD countries,APPLIED ECONOMICS LETTERS,2009,10.1080/13504850701604136,9
VALUATION-ACTUARIAL-OF-INJURY-ECONOMIC-FUTURE-OF-ACCIDENT-OF-TRAFFIC,ANALES DEL INSTITUTO DE ACTUARIOS ESPANOLES,2010,,1
Forecasting German mortality using panel data procedures,JOURNAL OF POPULATION ECONOMICS,2008,10.1007/s00148-006-0097-4,5
The Rise in Life Expectancy and Economic Growth in the 20th Century,ECONOMIC JOURNAL,2015,10.1111/ecoj.12261,48
Health performance and economic growth in sub-Saharan Africa: new evidence based on quantile regressions,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2023,10.1108/IJSE-02-2023-0091,1
Disease and development-The predicted mortality instrument revisited,JOURNAL OF APPLIED ECONOMETRICS,2024,10.1002/jae.3023,0
"Life expectancy, retirement and endogenous growth",ECONOMIC MODELLING,2004,10.1016/S0264-9993(02)00088-3,10
Inequality in life expectancies across Europe and the US,HEALTH ECONOMICS,2021,10.1002/hec.4284,4
Socioeconomic Determinants of Gender-Specific Life Expectancy in Turkey: A Time Series Analysis,SOSYOEKONOMI,2021,10.17233/sosyoekonomi.2021.03.05,3
Addressing the life expectancy gap in pension policy,INSURANCE MATHEMATICS & ECONOMICS,2021,10.1016/j.insmatheco.2021.03.025,28
Are older workers capable of working longer?,JOURNAL OF PENSION ECONOMICS & FINANCE,2024,10.1017/S1474747223000033,0
Evaluating natural resource amenities in a human life expectancy production function,FOREST POLICY AND ECONOMICS,2009,10.1016/j.forpol.2009.04.007,25
Inequality and growth: the roles of life expectancy and relative consumption,JOURNAL OF ECONOMICS,2009,10.1007/s00712-008-0034-y,4
Determinants of Life Expectancy in Heterogeneous Constituent Entities of the Russian Federation,ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST,2023,10.15838/esc.2023.1.85.8,1
Re-estimating the Demographic Impact on Health Care Expenditure: Evidence from Taiwan,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,2008,10.1057/gpp.2008.26,6
A closer look at the relationship between life expectancy and economic growth,INTERNATIONAL JOURNAL OF ECONOMIC THEORY,2009,10.1111/j.1742-7363.2009.00105.x,18
Increasing inequalities in longevity among Italian workers,OXFORD ECONOMIC PAPERS-NEW SERIES,2024,10.1093/oep/gpae007,0
The Jewish-Arab divide in life expectancy in Israel,ECONOMICS & HUMAN BIOLOGY,2005,10.1016/j.ehb.2005.01.002,25
"Human capital inequality, life expectancy and economic growth",ECONOMIC JOURNAL,2008,10.1111/j.1468-0297.2008.02136.x,62
"Public capital, health persistence and poverty traps",JOURNAL OF ECONOMICS,2015,10.1007/s00712-014-0418-0,17
An economic analysis of life expectancy by gender with application to the United States,JOURNAL OF HEALTH ECONOMICS,2004,10.1016/j.jhealeco.2003.11.001,8
Does Higher Longevity Harm Economic Growth?,PANOECONOMICUS,2020,10.2298/PAN150816015S,8
The effects of food affordability on life expectancy in emerging countries,AGRICULTURAL ECONOMICS,2024,10.1111/agec.12850,1
Sanctioned to Death? The Impact of Economic Sanctions on Life Expectancy and its Gender Gap,JOURNAL OF DEVELOPMENT STUDIES,2021,10.1080/00220388.2020.1746277,64
The threshold effect of longevity: life expectancy and economic growth,APPLIED ECONOMICS LETTERS,2019,10.1080/13504851.2018.1543932,5
Alcohol consumption as a predictor of mortality and life expectancy: Evidence from older Chinese males,JOURNAL OF THE ECONOMICS OF AGEING,2022,10.1016/j.jeoa.2022.100368,0
The cost of life expectancy and the implicit social valuation of life,SCANDINAVIAN JOURNAL OF ECONOMICS,1998,10.1111/1467-9442.00130,3
INTERNATIONAL VARIATIONS IN LIFE EXPECTANCY: A SPATIO-TEMPORAL ANALYSIS,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,2010,10.1111/j.1467-9663.2009.00518.x,6
Life expectancy and politics of public education and pension with endogenous fertility,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,2024,10.1016/j.jedc.2024.104995,0
Can public spending reduce mortality disparities? Findings from East Germany after reunification,JOURNAL OF THE ECONOMICS OF AGEING,2015,10.1016/j.jeoa.2014.09.001,21
Mortality rate and life expectancy in Africa: the role of flood occurrence,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2023,10.1108/IJSE-07-2022-0508,4
The dynamic relationship between economic growth and life expectancy: Contradictory role of energy consumption and financial development in Pakistan,STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,2020,10.1016/j.strueco.2020.03.004,74
How long might the younger-old live: A predictive model,FUTURES,2010,10.1016/j.futures.2009.11.006,2
Urban penalty in Spain: the case of Alcoy (1857-1930),REVISTA DE HISTORIA INDUSTRIAL,2016,,3
"Longevity, Human Capital and Domestic Investment",ECONOMICS BULLETIN,2018,,0
"Human capital, life expectancy, and the environment",JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,2017,10.1080/09638199.2017.1314543,16
Elderly labor supply and fertility decisions in aging-population economies,ECONOMICS LETTERS,2013,10.1016/j.econlet.2013.09.022,18
Measurement of Work-Life Expectancy,MONTHLY LABOR REVIEW,1950,,0
"Pollution, knowledge and coping strategy and life expectancy in oil producing communities",INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2024,10.1108/IJSE-11-2022-0734,0
The rising longevity gap by lifetime earnings - Distributional implications for the pension system,JOURNAL OF THE ECONOMICS OF AGEING,2020,10.1016/j.jeoa.2019.100199,22
How the Growing Gap in Life Expectancy May Affect Retirement Benefits and Reforms,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,2017,10.1057/s41288-017-0057-0,35
Modeling Best Practice Life Expectancy Using Gumbel Autoregressive Models,RISKS,2021,10.3390/risks9030051,1
Revisiting the Modernization Hypothesis: Longevity and Democracy,WORLD DEVELOPMENT,2015,10.1016/j.worlddev.2014.10.003,12
Do abnormal accruals affect the life expectancy of audit engagements?,REVIEW OF QUANTITATIVE FINANCE AND ACCOUNTING,2013,10.1007/s11156-012-0276-1,2
Health and Development: A Neoclassical Perspective,JOURNAL OF HUMAN CAPITAL,2013,10.1086/674076,8
Achieving Higher Levels of Life Expectancy in Russia,EKONOMICHESKAYA POLITIKA,2012,,4
Rising mortality and life expectancy differentials by lifetime earnings in the United States,JOURNAL OF HEALTH ECONOMICS,2009,10.1016/j.jhealeco.2009.06.003,49
The long-run and short-run effects of health aid on life expectancy,APPLIED ECONOMICS LETTERS,2015,10.1080/13504851.2015.1037431,7
Modeling life expectancy in Turkey,ECONOMIC MODELLING,2011,10.1016/j.econmod.2011.05.002,33
Towards the development of a three-state Markov Chain model of working life expectancy in South Africa,SOUTH AFRICAN ACTUARIAL JOURNAL,2023,10.4314/saaj.v23i1.4,0
Redistributive effects of pension reforms: who are the winners and losers?,JOURNAL OF PENSION ECONOMICS & FINANCE,2024,10.1017/S147474722300015X,1
"Associations of Smoking, Physical Inactivity, Heavy Drinking, and Obesity with Quality-Adjusted Life Expectancy among US Adults with Depression",VALUE IN HEALTH,2018,10.1016/j.jval.2017.08.002,23
"Labor supply of elderly people, fertility, and economic development",JOURNAL OF MACROECONOMICS,2017,10.1016/j.jmacro.2016.12.004,18
"A Note on Income Heterogeneity, Dietary Choice and Medical Services: Implications for Health Outcomes",ECONOMICS BULLETIN,2011,,0
"Inequality and Life Expectancy in Africa and Asia, 1820-2000",JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,2022,10.1016/j.jebo.2022.07.017,5
Life expectancy and economic development: Evidence from microdata,REVIEW OF DEVELOPMENT ECONOMICS,2020,10.1111/rode.12665,5
INTRAGENERATIONAL REDISTRIBUTION WITHIN THE PENSION SYSTEM,GOSPODARKA NARODOWA,2017,,0
The Life Expectancy of Fallen Angels,JOURNAL OF INVESTING,2017,10.3905/joi.2017.26.2.110,0
The viability of a voting system that allocates parliamentary seats according to life expectancy: An analysis using OLG models,JAPAN AND THE WORLD ECONOMY,2018,10.1016/j.japwor.2018.04.001,0
Good for Living? On the Relationship between Globalization and Life Expectancy,WORLD DEVELOPMENT,2010,10.1016/j.worlddev.2010.02.020,111
Long-run trends of human aging and longevity,JOURNAL OF POPULATION ECONOMICS,2013,10.1007/s00148-012-0459-z,46
COMONOTONIC APPROXIMATIONS TO QUANTILES OF LIFE ANNUITY CONDITIONAL EXPECTED PRESENT VALUES: EXTENSIONS TO GENERAL ARIMA MODELS AND COMPARISON WITH THE BOOTSTRAP,ASTIN BULLETIN,2010,10.2143/AST.40.1.2049232,9
Human Capital and Per Capita Income Linkage in South Asia: A Heterogeneous Dynamic Panel Analysis,JOURNAL OF THE KNOWLEDGE ECONOMY,2020,10.1007/s13132-020-00637-1,16
Estimating the joint survival probabilities of married individuals,INSURANCE MATHEMATICS & ECONOMICS,2016,10.1016/j.insmatheco.2015.12.006,5
Who gets a mammogram amongst European women aged 50-69 years?,HEALTH ECONOMICS REVIEW,2012,10.1186/2191-1991-2-6,19
Life expectancy improvement for multiple cure distributions,EUROPEAN ACTUARIAL JOURNAL,2020,10.1007/s13385-020-00229-y,0
